date,sn,temperature,ph,ammonia,chloride
"2019-04-12 17:30:00",18013581,28.44,3.91,0,97.943
"2019-04-12 18:00:00",18013581,28.43,3.86,0,114.457
"2019-04-12 18:30:00",18013581,28.43,3.9,0,89.781
"2019-04-12 19:00:00",18013581,28.4,3.87,0,98.302
"2019-04-12 19:30:00",18013581,28.39,3.91,0,113.794
"2019-04-12 20:00:00",18013581,28.35,3.85,0,113.586
"2019-04-12 20:30:00",18013581,28.33,3.9,0,109.113
"2019-04-12 21:00:00",18013581,28.3,3.87,0,84.279
"2019-04-12 21:30:00",18013581,28.28,3.9,0,96.244
"2019-04-12 22:00:00",18013581,28.23,3.85,0,85.059
"2019-04-12 22:30:00",18013581,28.23,3.9,0,119.891
"2019-04-12 23:00:00",18013581,28.18,3.86,0,85.048
"2019-04-12 23:30:00",18013581,28.18,3.89,0,85.941
"2019-04-13 00:00:00",18013581,28.14,3.85,0,89.607
"2019-04-13 00:30:00",18013581,28.13,3.9,0,81.673
"2019-04-13 01:00:00",18013581,28.08,3.85,0,117.172
"2019-04-13 01:30:00",18013581,28.07,3.89,0,95.679
"2019-04-13 02:00:00",18013581,28.04,3.87,0,99.632
"2019-04-13 02:30:00",18013581,28.04,3.9,0,109.286
"2019-04-13 03:00:00",18013581,28,3.87,0,95.584
"2019-04-13 03:30:00",18013581,27.99,3.9,0,90.2
"2019-04-13 04:00:00",18013581,27.94,3.87,0,92.358
"2019-04-13 04:30:00",18013581,27.94,3.89,0,117.781
"2019-04-13 05:00:00",18013581,27.9,3.86,0,107.872
"2019-04-13 05:30:00",18013581,27.89,3.89,0,119.953
"2019-04-13 06:00:00",18013581,27.84,3.88,0,112.236
"2019-04-13 06:30:00",18013581,27.83,3.9,0,107.859
"2019-04-13 07:00:00",18013581,27.76,3.88,0,100.107
"2019-04-13 07:30:00",18013581,27.75,3.91,0,114.111
"2019-04-13 08:00:00",18013581,27.7,3.86,0,118.735
"2019-04-13 08:30:00",18013581,27.69,3.9,0,89.975
"2019-04-13 09:00:00",18013581,27.67,3.89,0,118.201
"2019-04-13 09:30:00",18013581,27.7,3.89,0,118.907
"2019-04-13 10:00:00",18013581,27.72,3.87,0,105.53
"2019-04-13 10:30:00",18013581,27.77,3.91,0,100.071
"2019-04-13 11:00:00",18013581,27.83,3.86,0,105.618
"2019-04-13 11:30:00",18013581,27.89,3.9,0,116.895
"2019-04-13 12:00:00",18013581,27.95,3.88,0,88.676
"2019-04-13 12:30:00",18013581,27.98,3.91,0,109.193
"2019-04-13 13:00:00",18013581,28.02,3.87,0,86.009
"2019-04-13 13:30:00",18013581,28.06,3.91,0,91.673
"2019-04-13 14:00:00",18013581,28.1,3.87,0,106.109
"2019-04-13 14:30:00",18013581,28.16,3.91,0,99.269
"2019-04-13 15:00:00",18013581,28.22,3.88,0,120.259
"2019-04-13 15:30:00",18013581,28.27,3.9,0,103.672
"2019-04-13 16:00:00",18013581,28.34,3.87,0,98.143
"2019-04-13 16:30:00",18013581,28.39,3.92,0,89.951
"2019-04-13 17:00:00",18013581,28.44,3.86,0,114.425
"2019-04-13 17:30:00",18013581,28.51,3.91,0,82.064
"2019-04-13 18:00:00",18013581,28.57,3.86,0,83.789
"2019-04-13 18:30:00",18013581,28.59,3.89,0,105.784
"2019-04-13 19:00:00",18013581,28.62,3.87,0,109.496
"2019-04-13 19:30:00",18013581,28.63,3.91,0,116.975
"2019-04-13 20:00:00",18013581,28.64,3.87,0,107.864
"2019-04-13 20:30:00",18013581,28.65,3.89,0,116.32
"2019-04-13 21:00:00",18013581,28.65,3.88,0,102.92
"2019-04-13 21:30:00",18013581,28.64,3.9,0,118.687
"2019-04-13 22:00:00",18013581,28.61,3.89,0,115.976
"2019-04-13 22:30:00",18013581,28.59,3.91,0,101.059
"2019-04-13 23:00:00",18013581,28.56,3.87,0,117.559
"2019-04-13 23:30:00",18013581,28.55,3.9,0,91.6
"2019-04-14 00:00:00",18013581,28.52,3.87,0,81.212
"2019-04-14 00:30:00",18013581,28.51,3.9,0,89.627
"2019-04-14 01:00:00",18013581,28.48,3.9,0,117.713
"2019-04-14 01:30:00",18013581,28.47,3.91,0,94.954
"2019-04-14 02:00:00",18013581,28.44,3.88,0,113.325
"2019-04-14 02:30:00",18013581,28.43,3.9,0,80.772
"2019-04-14 03:00:00",18013581,28.4,3.9,0,109.98
"2019-04-14 03:30:00",18013581,28.4,3.91,0,108.491
"2019-04-14 04:00:00",18013581,28.38,3.88,0,111.582
"2019-04-14 04:30:00",18013581,28.38,3.92,0,93.64
"2019-04-14 05:00:00",18013581,28.35,3.9,0,96.092
"2019-04-14 05:30:00",18013581,28.35,3.92,0,100.189
"2019-04-14 06:00:00",18013581,28.31,3.89,0,102.166
"2019-04-14 06:30:00",18013581,28.31,3.92,0,87.091
"2019-04-14 07:00:00",18013581,28.28,3.88,0,117.014
"2019-04-14 07:30:00",18013581,28.28,3.92,0,98.067
"2019-04-14 08:00:00",18013581,28.25,3.9,0,114.284
"2019-04-14 08:30:00",18013581,28.25,3.9,0,84.687
"2019-04-14 09:00:00",18013581,28.24,3.89,0,88.388
"2019-04-14 09:30:00",18013581,28.26,3.92,0,114.579
"2019-04-14 10:00:00",18013581,28.27,3.9,0,103.167
"2019-04-14 10:30:00",18013581,28.3,3.92,0,87.939
"2019-04-14 11:00:00",18013581,28.33,3.91,0,108.943
"2019-04-14 11:30:00",18013581,28.37,3.91,0,92.591
"2019-04-14 12:00:00",18013581,28.39,3.88,0,118.265
"2019-04-14 12:30:00",18013581,28.41,3.92,0,110.935
"2019-04-14 13:00:00",18013581,28.42,3.9,0,95.427
"2019-04-14 13:30:00",18013581,28.44,3.92,0,103.757
"2019-04-14 14:00:00",18013581,28.46,3.9,0,98.18
"2019-04-14 14:30:00",18013581,28.48,3.9,0,97.985
"2019-04-14 15:00:00",18013581,28.5,3.9,0,99.041
"2019-04-14 15:30:00",18013581,28.52,3.91,0,105.669
"2019-04-14 16:00:00",18013581,28.54,3.89,0,95.956
"2019-04-14 16:30:00",18013581,28.56,3.92,0,86.171
"2019-04-14 17:00:00",18013581,28.58,3.88,0,105.568
"2019-04-14 17:30:00",18013581,28.59,3.91,0,96.887
"2019-04-14 18:00:00",18013581,28.61,3.88,0,98.016
"2019-04-14 18:30:00",18013581,28.63,3.91,0,105.774
"2019-04-14 19:00:00",18013581,28.65,3.9,0,95.433
"2019-04-14 19:30:00",18013581,28.66,3.9,0,105.731
"2019-04-14 20:00:00",18013581,28.67,3.9,0,104.093
"2019-04-14 20:30:00",18013581,28.68,3.9,0,85.422
"2019-04-14 21:00:00",18013581,28.68,3.9,0,119.745
"2019-04-14 21:30:00",18013581,28.69,3.91,0,100.297
"2019-04-14 22:00:00",18013581,28.69,3.91,0,114.454
"2019-04-14 22:30:00",18013581,28.69,3.92,0,111.347
"2019-04-14 23:00:00",18013581,28.68,3.91,0,106.39
"2019-04-14 23:30:00",18013581,28.67,3.92,0,103.271
"2019-04-15 00:00:00",18013581,28.64,3.88,0,89.544
"2019-04-15 00:30:00",18013581,28.62,3.9,0,109.671
"2019-04-15 01:00:00",18013581,28.59,3.91,0,83.345
"2019-04-15 01:30:00",18013581,28.58,3.92,0,85.769
"2019-04-15 02:00:00",18013581,28.54,3.9,0,91.494
"2019-04-15 02:30:00",18013581,28.53,3.9,0,114.281
"2019-04-15 03:00:00",18013581,28.49,3.91,0,93.399
"2019-04-15 03:30:00",18013581,28.48,3.91,0,84.345
"2019-04-15 04:00:00",18013581,28.43,3.9,0,105.18
"2019-04-15 04:30:00",18013581,28.4,3.92,0,119.48
"2019-04-15 05:00:00",18013581,28.34,3.89,0,93.243
"2019-04-15 05:30:00",18013581,28.33,3.9,0,109.116
"2019-04-15 06:00:00",18013581,28.28,3.9,0,97.965
"2019-04-15 06:30:00",18013581,28.26,3.91,0,102.037
"2019-04-15 07:00:00",18013581,28.22,3.9,0,117.643
"2019-04-15 07:30:00",18013581,28.21,3.9,0,80.881
"2019-04-15 08:00:00",18013581,28.16,3.91,0,84.409
"2019-04-15 08:30:00",18013581,28.15,3.9,0,102.802
"2019-04-15 09:00:00",18013581,28.13,3.92,0,100.82
"2019-04-15 09:30:00",18013581,28.16,3.92,0,115.652
"2019-04-15 10:00:00",18013581,28.18,3.9,0,97.003
"2019-04-15 10:30:00",18013581,28.23,3.9,0,81.471
"2019-04-15 11:00:00",18013581,28.29,3.91,0,88.62
"2019-04-15 11:30:00",18013581,28.34,3.91,0,99.255
"2019-04-15 12:00:00",18013581,28.4,3.92,0,98.874
"2019-04-15 12:30:00",18013581,28.42,3.93,0,81.239
"2019-04-15 13:00:00",18013581,28.46,3.9,0,94.136
"2019-04-15 13:30:00",18013581,28.5,3.92,0,99.385
"2019-04-15 14:00:00",18013581,28.56,3.91,0,119.435
"2019-04-15 14:30:00",18013581,28.63,3.93,0,91.574
"2019-04-15 15:00:00",18013581,28.7,3.9,0,102.117
"2019-04-15 15:30:00",18013581,28.74,3.93,0,116.862
"2019-04-15 16:00:00",18013581,28.8,3.9,0,114.15
"2019-04-15 16:30:00",18013581,28.88,3.91,0,93.741
"2019-04-15 17:00:00",18013581,28.96,3.88,0,101.919
"2019-04-15 17:30:00",18013581,29,3.91,0,90.843
"2019-04-15 18:00:00",18013581,28.99,3.91,0,94.955
"2019-04-15 18:30:00",18013581,28.91,3.91,0,107.917
"2019-04-15 19:00:00",18013581,28.82,3.89,0,101.297
"2019-04-15 19:30:00",18013581,28.79,3.92,0,87.242
"2019-04-15 20:00:00",18013581,28.73,3.9,0,89.761
"2019-04-15 20:30:00",18013581,28.72,3.92,0,95.933
"2019-04-15 21:00:00",18013581,28.69,3.92,0,84.674
"2019-04-15 21:30:00",18013581,28.7,3.91,0,92.442
"2019-04-15 22:00:00",18013581,28.68,3.92,0,120.303
"2019-04-15 22:30:00",18013581,28.7,3.91,0,108.757
"2019-04-15 23:00:00",18013581,28.68,3.94,0,103.061
"2019-04-15 23:30:00",18013581,28.69,3.92,0,110.327
"2019-04-16 00:00:00",18013581,28.67,3.92,0,117.515
"2019-04-16 00:30:00",18013581,28.67,3.91,0,91.782
"2019-04-16 01:00:00",18013581,28.63,3.92,0,93.917
"2019-04-16 01:30:00",18013581,28.62,3.92,0,99.739
"2019-04-16 02:00:00",18013581,28.59,3.92,0,102.426
"2019-04-16 02:30:00",18013581,28.59,3.92,0,108.101
"2019-04-16 03:00:00",18013581,28.55,3.91,0,100.906
"2019-04-16 03:30:00",18013581,28.55,3.92,0,107.753
"2019-04-16 04:00:00",18013581,28.51,3.92,0,95.824
"2019-04-16 04:30:00",18013581,28.51,3.92,0,119.057
"2019-04-16 05:00:00",18013581,28.45,3.93,0,92.004
"2019-04-16 05:30:00",18013581,28.44,3.92,0,83.187
"2019-04-16 06:00:00",18013581,28.38,3.92,0,96.66
"2019-04-16 06:30:00",18013581,28.38,3.92,0,83.973
"2019-04-16 07:00:00",18013581,28.34,3.92,0,96.544
"2019-04-16 07:30:00",18013581,28.35,3.91,0,90.045
"2019-04-16 08:00:00",18013581,28.31,3.92,0,110.603
"2019-04-16 08:30:00",18013581,28.32,3.92,0,107.445
"2019-04-16 09:00:00",18013581,28.32,3.91,0,99.665
"2019-04-16 09:30:00",18013581,28.35,3.91,0,99.732
"2019-04-16 10:00:00",18013581,28.37,3.93,0,96.234
"2019-04-16 10:30:00",18013581,28.43,3.93,0,109.008
"2019-04-16 11:00:00",18013581,28.48,3.91,0,115.058
"2019-04-16 11:30:00",18013581,28.53,3.92,0,103.878
"2019-04-16 12:00:00",18013581,28.59,3.92,0,99.633
"2019-04-16 12:30:00",18013581,28.64,3.93,0,113.349
"2019-04-16 13:00:00",18013581,28.68,3.93,0,110.915
"2019-04-16 13:30:00",18013581,28.72,3.92,0,88.334
"2019-04-16 14:00:00",18013581,28.75,3.92,0,110.466
"2019-04-16 14:30:00",18013581,28.79,3.93,0,98.968
"2019-04-16 15:00:00",18013581,28.82,3.92,0,110.518
"2019-04-16 15:30:00",18013581,28.85,3.92,0,116.233
"2019-04-16 16:00:00",18013581,28.9,3.91,0,83.522
"2019-04-16 16:30:00",18013581,28.94,3.93,0,111.24
"2019-04-16 17:00:00",18013581,28.98,3.92,0,100.397
"2019-04-16 17:30:00",18013581,29.01,3.92,0,102.319
"2019-04-16 18:00:00",18013581,29.04,3.92,0,84.391
"2019-04-16 18:30:00",18013581,29.05,3.92,0,86.199
"2019-04-16 19:00:00",18013581,29.07,3.92,0,106.85
"2019-04-16 19:30:00",18013581,29.08,3.93,0,111.652
"2019-04-16 20:00:00",18013581,29.09,3.91,0,108.057
"2019-04-16 20:30:00",18013581,29.09,3.93,0,106.37
"2019-04-16 21:00:00",18013581,29.07,3.93,0,90.747
"2019-04-16 21:30:00",18013581,29.07,3.92,0,85.369
"2019-04-16 22:00:00",18013581,29.06,3.92,0,96.382
"2019-04-16 22:30:00",18013581,29.05,3.93,0,106.784
"2019-04-16 23:00:00",18013581,29.01,3.94,0,118.173
"2019-04-16 23:30:00",18013581,29.01,3.93,0,84.811
"2019-04-17 00:00:00",18013581,28.99,3.93,0,90.338
"2019-04-17 00:30:00",18013581,28.98,3.92,0,105.662
"2019-04-17 01:00:00",18013581,28.94,3.93,0,88.053
"2019-04-17 01:30:00",18013581,28.93,3.91,0,104.441
"2019-04-17 02:00:00",18013581,28.88,3.92,0,81.996
"2019-04-17 02:30:00",18013581,28.88,3.93,0,97.481
"2019-04-17 03:00:00",18013581,28.83,3.94,0,118.628
"2019-04-17 03:30:00",18013581,28.82,3.91,0,117.768
"2019-04-17 04:00:00",18013581,28.77,3.92,0,97.467
"2019-04-17 04:30:00",18013581,28.77,3.92,0,88.691
"2019-04-17 05:00:00",18013581,28.73,3.94,0,113.068
"2019-04-17 05:30:00",18013581,28.73,3.92,0,107.4
"2019-04-17 06:00:00",18013581,28.69,3.92,0,80.698
"2019-04-17 06:30:00",18013581,28.68,3.92,0,91.63
"2019-04-17 07:00:00",18013581,28.64,3.93,0,102.788
"2019-04-17 07:30:00",18013581,28.64,3.93,0,100.095
"2019-04-17 08:00:00",18013581,28.58,3.92,0,106.531
"2019-04-17 08:30:00",18013581,28.59,3.93,0,113.662
"2019-04-17 09:00:00",18013581,28.57,3.93,0,81.946
"2019-04-17 09:30:00",18013581,28.6,3.93,0,119.678
"2019-04-17 10:00:00",18013581,28.62,3.93,0,93.72
"2019-04-17 10:30:00",18013581,28.67,3.93,0,97.321
"2019-04-17 11:00:00",18013581,28.72,3.94,0,110.86
"2019-04-17 11:30:00",18013581,28.77,3.93,0,98.979
"2019-04-17 12:00:00",18013581,28.82,3.92,0,86.407
"2019-04-17 12:30:00",18013581,28.86,3.93,0,120.422
"2019-04-17 13:00:00",18013581,28.9,3.94,0,82.704
"2019-04-17 13:30:00",18013581,28.93,3.92,0,104.536
"2019-04-17 14:00:00",18013581,28.98,3.94,0,108.22
"2019-04-17 14:30:00",18013581,29.03,3.94,0,104.317
"2019-04-17 15:00:00",18013581,29.08,3.93,0,82.712
"2019-04-17 15:30:00",18013581,29.13,3.93,0,98.933
"2019-04-17 16:00:00",18013581,29.19,3.93,0,92.545
"2019-04-17 16:30:00",18013581,29.3,3.93,0,83.428
"2019-04-17 17:00:00",18013581,29.35,3.93,0,84.501
"2019-04-17 17:30:00",18013581,29.44,3.93,0,83.488
"2019-04-17 18:00:00",18013581,29.51,3.94,0,101.051
"2019-04-17 18:30:00",18013581,29.56,3.93,0,116.311
"2019-04-17 19:00:00",18013581,29.61,3.92,0,120.144
"2019-04-17 19:30:00",18013581,29.65,3.94,0,93.117
"2019-04-17 20:00:00",18013581,29.67,3.92,0,111.305
"2019-04-17 20:30:00",18013581,29.69,3.93,0,105.456
"2019-04-17 21:00:00",18013581,29.71,3.94,0,109.409
"2019-04-17 21:30:00",18013581,29.72,3.93,0,100.612
"2019-04-17 22:00:00",18013581,29.74,3.93,0,91.516
"2019-04-17 22:30:00",18013581,29.75,3.92,0,93.47
"2019-04-17 23:00:00",18013581,29.76,3.94,0,94.459
"2019-04-17 23:30:00",18013581,29.76,3.93,0,113.159
"2019-04-18 00:00:00",18013581,29.76,3.94,0,119.444
"2019-04-18 00:30:00",18013581,29.76,3.92,0,111.187
"2019-04-18 01:00:00",18013581,29.75,3.93,0,118.389
"2019-04-18 01:30:00",18013581,29.74,3.93,0,105.417
"2019-04-18 02:00:00",18013581,29.72,3.93,0,108.637
"2019-04-18 02:30:00",18013581,29.7,3.92,0,117.136
"2019-04-18 03:00:00",18013581,29.66,3.93,0,91.74
"2019-04-18 03:30:00",18013581,29.63,3.92,0,100.597
"2019-04-18 04:00:00",18013581,29.59,3.93,0,111.677
"2019-04-18 04:30:00",18013581,29.57,3.93,0,85.888
"2019-04-18 05:00:00",18013581,29.52,3.94,0,105.396
"2019-04-18 05:30:00",18013581,29.5,3.94,0,113.906
"2019-04-18 06:00:00",18013581,29.45,3.93,0,105.171
"2019-04-18 06:30:00",18013581,29.43,3.93,0,89.496
"2019-04-18 07:00:00",18013581,29.36,3.94,0,101.142
"2019-04-18 07:30:00",18013581,29.33,3.93,0,87.244
"2019-04-18 08:00:00",18013581,29.24,3.93,0,115.408
"2019-04-18 08:30:00",18013581,29.24,3.93,0,108.633
"2019-04-18 09:00:00",18013581,29.21,3.94,0,118.309
"2019-04-18 09:30:00",18013581,29.24,3.94,0,91.857
"2019-04-18 10:00:00",18013581,29.24,3.94,0,116.946
"2019-04-18 10:30:00",18013581,29.3,3.94,0,117.649
"2019-04-18 11:00:00",18013581,29.35,3.94,0,89.576
"2019-04-18 11:30:00",18013581,29.41,3.94,0,90.459
"2019-04-18 12:00:00",18013581,29.47,3.93,0,88.581
"2019-04-18 12:30:00",18013581,29.54,3.92,0,111.454
"2019-04-18 13:00:00",18013581,29.6,3.94,0,111.934
"2019-04-18 13:30:00",18013581,29.65,3.93,0,103.85
"2019-04-18 14:00:00",18013581,29.7,3.93,0,96.843
"2019-04-18 14:30:00",18013581,29.75,3.93,0,108.259
"2019-04-18 15:00:00",18013581,29.8,3.94,0,106.864
"2019-04-18 15:30:00",18013581,29.85,3.94,0,81.894
"2019-04-18 16:00:00",18013581,29.91,3.95,0,108.139
"2019-04-18 16:30:00",18013581,30.02,3.93,0,84.973
"2019-04-18 17:00:00",18013581,30.05,3.93,0,89.465
"2019-04-18 17:30:00",18013581,30.08,3.93,0,92.806
"2019-04-18 18:00:00",18013581,30.12,3.95,0,81.197
"2019-04-18 18:30:00",18013581,30.16,3.93,0,109.762
"2019-04-18 19:00:00",18013581,30.19,3.93,0,87.764
"2019-04-18 19:30:00",18013581,30.21,3.94,0,112.55
"2019-04-18 20:00:00",18013581,30.22,3.94,0,96.588
"2019-04-18 20:30:00",18013581,30.23,3.94,0,101.275
"2019-04-18 21:00:00",18013581,30.24,3.95,0,88.029
"2019-04-18 21:30:00",18013581,30.25,3.94,0,89.438
"2019-04-18 22:00:00",18013581,30.26,3.95,0,89.09
"2019-04-18 22:30:00",18013581,30.26,3.93,0,99.862
"2019-04-18 23:00:00",18013581,30.27,3.95,0,81.679
"2019-04-18 23:30:00",18013581,30.27,3.94,0,105.819
"2019-04-19 00:00:00",18013581,30.27,3.95,0,86.261
"2019-04-19 00:30:00",18013581,30.26,3.93,0,100.55
"2019-04-19 01:00:00",18013581,30.25,3.95,0,120.565
"2019-04-19 01:30:00",18013581,30.24,3.93,0,110.157
"2019-04-19 02:00:00",18013581,30.21,3.93,0,97.511
"2019-04-19 02:30:00",18013581,30.18,3.93,0,83.583
"2019-04-19 03:00:00",18013581,30.14,3.95,0,109.607
"2019-04-19 03:30:00",18013581,30.13,3.93,0,96.168
"2019-04-19 04:00:00",18013581,30.07,3.95,0,104.179
"2019-04-19 04:30:00",18013581,30.05,3.93,0,96.949
"2019-04-19 05:00:00",18013581,30,3.94,0,82.322
"2019-04-19 05:30:00",18013581,29.99,3.93,0,96.076
"2019-04-19 06:00:00",18013581,29.94,3.95,0,81.942
"2019-04-19 06:30:00",18013581,29.92,3.92,0,117.964
"2019-04-19 07:00:00",18013581,29.87,3.94,0,81.085
"2019-04-19 07:30:00",18013581,29.85,3.94,0,101.903
"2019-04-19 08:00:00",18013581,29.79,3.93,0,97.047
"2019-04-19 08:30:00",18013581,29.78,3.93,0,82.835
"2019-04-19 09:00:00",18013581,29.75,3.95,0,119.314
"2019-04-19 09:30:00",18013581,29.77,3.94,0,106.999
"2019-04-19 10:00:00",18013581,29.78,3.95,0,103.87
"2019-04-19 10:30:00",18013581,29.83,3.95,0,117.456
"2019-04-19 11:00:00",18013581,29.89,3.96,0,120.079
"2019-04-19 11:30:00",18013581,29.95,3.93,0,97.646
"2019-04-19 12:00:00",18013581,30,3.95,0,89.919
"2019-04-19 12:30:00",18013581,30.03,3.94,0,102.552
"2019-04-19 13:00:00",18013581,30.07,3.96,0,84.528
"2019-04-19 13:30:00",18013581,30.1,3.94,0,115.459
"2019-04-19 14:00:00",18013581,30.15,3.95,0,82.651
"2019-04-19 14:30:00",18013581,30.2,3.93,0,117.314
"2019-04-19 15:00:00",18013581,30.26,3.95,0,118.678
"2019-04-19 15:30:00",18013581,30.31,3.95,0,94.607
"2019-04-19 16:00:00",18013581,30.38,3.95,0,109.006
"2019-04-19 16:30:00",18013581,30.45,3.95,0,89.292
"2019-04-19 17:00:00",18013581,30.5,3.94,0,93.464
"2019-04-19 17:30:00",18013581,30.5,3.94,0,117.456
"2019-04-19 18:00:00",18013581,30.46,3.94,0,117.025
"2019-04-19 18:30:00",18013581,30.39,3.93,0,114.489
"2019-04-19 19:00:00",18013581,30.24,3.96,0,110.03
"2019-04-19 19:30:00",18013581,30.21,3.93,0,86.679
"2019-04-19 20:00:00",18013581,30.12,3.95,0,114.678
"2019-04-19 20:30:00",18013581,30.11,3.92,0,103.52
"2019-04-19 21:00:00",18013581,30.04,3.95,0,83.851
"2019-04-19 21:30:00",18013581,30.01,3.93,0,109.02
"2019-04-19 22:00:00",18013581,29.92,3.95,0,83.092
"2019-04-19 22:30:00",18013581,29.92,3.93,0,93.426
"2019-04-19 23:00:00",18013581,29.85,3.95,0,104.814
"2019-04-19 23:30:00",18013581,29.85,3.93,0,119.887
"2019-04-20 00:00:00",18013581,29.77,3.95,0,98.482
"2019-04-20 00:30:00",18013581,29.78,3.94,0,119.466
"2019-04-20 01:00:00",18013581,29.69,3.96,0,90.122
"2019-04-20 01:30:00",18013581,29.69,3.94,0,109.186
"2019-04-20 02:00:00",18013581,29.61,3.95,0,94.591
"2019-04-20 02:30:00",18013581,29.62,3.94,0,115.894
"2019-04-20 03:00:00",18013581,29.56,3.98,0,103.043
"2019-04-20 03:30:00",18013581,29.56,3.94,0,87.483
"2019-04-20 04:00:00",18013581,29.49,3.97,0,119.856
"2019-04-20 04:30:00",18013581,29.49,3.94,0,119.718
"2019-04-20 05:00:00",18013581,29.42,3.98,0,113.352
"2019-04-20 05:30:00",18013581,29.43,3.93,0,93.767
"2019-04-20 06:00:00",18013581,29.36,3.97,0,99.373
"2019-04-20 06:30:00",18013581,29.36,3.94,0,89.462
"2019-04-20 07:00:00",18013581,29.29,3.96,0,99.528
"2019-04-20 07:30:00",18013581,29.28,3.94,0,96.646
"2019-04-20 08:00:00",18013581,29.18,3.95,0,110.427
"2019-04-20 08:30:00",18013581,29.18,3.93,0,114.56
"2019-04-20 09:00:00",18013581,29.12,3.95,0,84.404
"2019-04-20 09:30:00",18013581,29.15,3.95,0,94.123
"2019-04-20 10:00:00",18013581,29.15,3.97,0,91.453
"2019-04-20 10:30:00",18013581,29.2,3.95,0,101.327
"2019-04-20 11:00:00",18013581,29.22,3.97,0,96.919
"2019-04-20 11:30:00",18013581,29.3,3.95,0,107.983
"2019-04-20 12:00:00",18013581,29.36,3.95,0,96.354
"2019-04-20 12:30:00",18013581,29.41,3.93,0,99.007
"2019-04-20 13:00:00",18013581,29.45,3.97,0,99.051
"2019-04-20 13:30:00",18013581,29.5,3.94,0,83.667
"2019-04-20 14:00:00",18013581,29.56,3.96,0,98.339
"2019-04-20 14:30:00",18013581,29.59,3.95,0,88.624
"2019-04-20 15:00:00",18013581,29.5,3.96,0,101.715
"2019-04-20 15:30:00",18013581,29.44,3.93,0,119.143
"2019-04-20 16:00:00",18013581,29.39,3.96,0,105.488
"2019-04-20 16:30:00",18013581,29.38,3.94,0,93.525
"2019-04-20 17:00:00",18013581,29.3,3.96,0,97.92
"2019-04-20 17:30:00",18013581,29.27,3.94,0,89.525
"2019-04-20 18:00:00",18013581,29.18,3.96,0,85.578
"2019-04-20 18:30:00",18013581,29.14,3.93,0,81.216
"2019-04-20 19:00:00",18013581,29.03,3.97,0,90.64
"2019-04-20 19:30:00",18013581,29.01,3.93,0,98.542
"2019-04-20 20:00:00",18013581,28.92,3.95,0,88.569
"2019-04-20 20:30:00",18013581,28.91,3.93,0,83.36
"2019-04-20 21:00:00",18013581,28.84,3.96,0,86.775
"2019-04-20 21:30:00",18013581,28.84,3.93,0,82.747
"2019-04-20 22:00:00",18013581,28.77,3.96,0,92.814
"2019-04-20 22:30:00",18013581,28.78,3.94,0,89.244
"2019-04-20 23:00:00",18013581,28.72,3.97,0,90.469
"2019-04-20 23:30:00",18013581,28.74,3.95,0,102.273
"2019-04-21 00:00:00",18013581,28.68,3.96,0,94.274
"2019-04-21 00:30:00",18013581,28.68,3.93,0,93.754
"2019-04-21 01:00:00",18013581,28.62,3.99,0,84.124
"2019-04-21 01:30:00",18013581,28.62,3.95,0,120.23
"2019-04-21 02:00:00",18013581,28.55,3.96,0,108.88
"2019-04-21 02:30:00",18013581,28.55,3.94,0,88.897
"2019-04-21 03:00:00",18013581,28.48,3.97,0,115.641
"2019-04-21 03:30:00",18013581,28.49,3.94,0,106.408
"2019-04-21 04:00:00",18013581,28.42,3.97,0,94.646
"2019-04-21 04:30:00",18013581,28.43,3.95,0,99.674
"2019-04-21 05:00:00",18013581,28.37,3.98,0,91.953
"2019-04-21 05:30:00",18013581,28.38,3.95,0,81.785
"2019-04-21 06:00:00",18013581,28.32,3.97,0,117.839
"2019-04-21 06:30:00",18013581,28.32,3.94,0,119.087
"2019-04-21 07:00:00",18013581,28.25,3.98,0,92.183
"2019-04-21 07:30:00",18013581,28.25,3.94,0,82.552
"2019-04-21 08:00:00",18013581,28.18,3.97,0,101.167
"2019-04-21 08:30:00",18013581,28.19,3.94,0,91.483
"2019-04-21 09:00:00",18013581,28.16,3.97,0,99.364
"2019-04-21 09:30:00",18013581,28.19,3.96,0,105.135
"2019-04-21 10:00:00",18013581,28.18,3.97,0,109.186
"2019-04-21 10:30:00",18013581,28.22,3.96,0,82.147
"2019-04-21 11:00:00",18013581,28.23,3.97,0,90.465
"2019-04-21 11:30:00",18013581,28.28,3.94,0,85.727
"2019-04-21 12:00:00",18013581,28.31,3.97,0,111.509
"2019-04-21 12:30:00",18013581,28.36,3.93,0,110.642
"2019-04-21 13:00:00",18013581,28.4,3.97,0,90.188
"2019-04-21 13:30:00",18013581,28.45,3.95,0,119.72
"2019-04-21 14:00:00",18013581,28.49,3.97,0,103.157
"2019-04-21 14:30:00",18013581,28.55,3.95,0,119.598
"2019-04-21 15:00:00",18013581,28.59,3.97,0,112.746
"2019-04-21 15:30:00",18013581,28.62,3.95,0,112.932
"2019-04-21 16:00:00",18013581,28.66,3.95,0,86.98
"2019-04-21 16:30:00",18013581,28.69,3.95,0,104.336
"2019-04-21 17:00:00",18013581,28.73,3.97,0,93.124
"2019-04-21 17:30:00",18013581,28.77,3.95,0,85.899
"2019-04-21 18:00:00",18013581,28.8,3.97,0,119.74
"2019-04-21 18:30:00",18013581,28.82,3.95,0,95.984
"2019-04-21 19:00:00",18013581,28.85,3.97,0,107.469
"2019-04-21 19:30:00",18013581,28.86,3.96,0,89.894
